-2.682422462313964e+07, 1.446317584807423e+08, -8.583352575670368e+03, 4.203129031646894e+08, -1.252500441662511e+08, -8.139649685781111e+07, 8.640000000000000e+06, 1.327217926e+11
-7.203436497894895e+07, 1.283631721160578e+08, -7.361372147861000e+03, 4.265721803582504e+08, -9.960050037698357e+07, -8.173786940831265e+07, 8.640000000000000e+06, 1.327217926e+11
-1.097044648528296e+08, 9.865070097884429e+07, -5.368388588424630e+03, 4.312068937857603e+08, -7.357169759776832e+07, -8.176795218585816e+07, 8.640000000000000e+06, 1.327217926e+11
-1.359699545636525e+08, 5.867244951768393e+07, -2.816699385161399e+03, 4.341928371354540e+08, -4.726166051668906e+07, -8.148538801427609e+07, 8.640000000000000e+06, 1.327217926e+11
-1.482529621968945e+08, 1.264913453838780e+07, 2.533778662435407e+01, 4.355105037031417e+08, -2.077012284987429e+07, -8.088973959474374e+07, 8.640000000000000e+06, 1.327217926e+11
-1.454981939856553e+08, -3.466943001284868e+07, 2.865541350774216e+03, 4.351452188635662e+08, 5.801571731087893e+06, -7.998151077504972e+07, 8.640000000000000e+06, 1.327217926e+11
-1.282070458773228e+08, -7.853705783899473e+07, 5.420227960037412e+03, 4.330872895839194e+08, 3.235057825382677e+07, -7.876217065521574e+07, 8.640000000000000e+06, 1.327217926e+11
-9.829820157025459e+07, -1.146888419392004e+08, 7.442289072652811e+03, 4.293321708960558e+08, 5.877267190639099e+07, -7.723418041205618e+07, 8.640000000000000e+06, 1.327217926e+11
-5.884423932084958e+07, -1.397185916150002e+08, 8.742561856784334e+03, 4.238806489569316e+08, 8.496238570333943e+07, -7.540102266687401e+07, 8.640000000000000e+06, 1.327217926e+11
-1.373582239055220e+07, -1.513400862172047e+08, 9.203805298089617e+03, 4.167390399938457e+08, 1.108131679322880e+08, -7.326723315354587e+07, 8.640000000000000e+06, 1.327217926e+11
3.268545374787885e+07, -1.485362978973228e+08, 8.787750477814794e+03, 4.079194040440158e+08, 1.362175631300432e+08, -7.083843436745211e+07, 8.640000000000000e+06, 1.327217926e+11
7.599901786896302e+07, -1.316092824055223e+08, 7.536132341024082e+03, 3.974397719488482e+08, 1.610674204982539e+08, -6.812137078786923e+07, 8.640000000000000e+06, 1.327217926e+11
1.120675112712353e+08, -1.021425733922720e+08, 5.566494520993563e+03, 3.853243835443528e+08, 1.852541338049565e+08, -6.512394516652758e+07, 8.640000000000000e+06, 1.327217926e+11
1.373804609170688e+08, -6.288183539012627e+07, 3.063160966181613e+03, 3.716039343938113e+08, 2.086689169160590e+08, -6.185525526226889e+07, 8.640000000000000e+06, 1.327217926e+11
1.493693523404715e+08, -1.753274849239551e+07, 2.633660474256226e+02, 3.563158277318147e+08, 2.312031191422011e+08, -5.832563027570759e+07, 8.640000000000000e+06, 1.327217926e+11
1.466764291509267e+08, 2.952816589441140e+07, -2.561621723350223e+03, 3.395044275272201e+08, 2.527485845506782e+08, -5.454666609863205e+07, 8.640000000000000e+06, 1.327217926e+11
1.293484759147799e+08, 7.363014785071233e+07, -5.130251790638469e+03, 3.212213077267287e+08, 2.731980592550431e+08, -5.053125834139177e+07, 8.640000000000000e+06, 1.327217926e+11
9.891720530646750e+07, 1.102591571018113e+08, -7.178326606445888e+03, 3.015254918153375e+08, 2.924456504290020e+08, -4.629363193944336e+07, 8.640000000000000e+06, 1.327217926e+11
5.832647712721349e+07, 1.355478329307873e+08, -8.488175125682668e+03, 2.804836758352599e+08, 3.103873403658683e+08, -4.184936597044720e+07, 8.640000000000000e+06, 1.327217926e+11
1.168011507967152e+07, 1.467436377727696e+08, -8.915555901572070e+03, 2.581704269586202e+08, 3.269215582874452e+08, -3.721541214009264e+07, 8.640000000000000e+06, 1.327217926e+11
-3.618500567009103e+07, 1.425765591956561e+08, -8.409570961530222e+03, 2.346683486376615e+08, 3.419498117631558e+08, -3.241010522409859e+07, 8.640000000000000e+06, 1.327217926e+11
-8.025379434988679e+07, 1.234498818549024e+08, -7.021224653823924e+03, 2.100682022959595e+08, 3.553773784987656e+08, -2.745316359337179e+07, 8.640000000000000e+06, 1.327217926e+11
-1.159306463745451e+08, 9.140589236759056e+07, -4.898175612496852e+03, 1.844689745235194e+08, 3.671140578646734e+08, -2.236567780893497e+07, 8.640000000000000e+06, 1.327217926e+11
-1.395781119839754e+08, 4.986670443039975e+07, -2.266235099802737e+03, 1.579778778584277e+08, 3.770749798336742e+08, -1.717008516488357e+07, 8.640000000000000e+06, 1.327217926e+11
-1.489084666873553e+08, 3.200835116152097e+06, 5.988651946824439e+02, 1.307102725516767e+08, 3.851814669749576e+08, -1.189012799526969e+07, 8.640000000000000e+06, 1.327217926e+11
-1.431789680233589e+08, -4.380107934654174e+07, 3.404143103796554e+03, 1.027894963055508e+08, 3.913619428078817e+08, -6.550793560129890e+06, 8.640000000000000e+06, 1.327217926e+11
-1.231882843330781e+08, -8.645316150966471e+07, 5.871134937758003e+03, 7.434658894524740e+07, 3.955528771790157e+08, -1.178233403767750e+06, 8.640000000000000e+06, 1.327217926e+11
-9.110821546229506e+07, -1.206346305710022e+08, 7.762773888067224e+03, 4.551989942986143e+07, 3.976997564379692e+08, 4.200339747951865e+06, 8.640000000000000e+06, 1.327217926e+11
