      62.601128     -16.453485     -12.206963      -5.057043     -68.480261       3.644492
      66.288057      -7.116262     -13.737046      14.415600     -67.768137       5.211401
      67.444160       3.740670     -16.758471      32.827131     -61.391372       8.298484
      64.840945      13.395173     -24.066305      49.122854     -48.163348      15.687314
      58.133589       3.167243     -40.115019      62.055918     -11.741256      31.819259
      61.830159     -19.217793     -27.739224      56.509537      37.363052      19.523662
      66.245648     -11.999137     -17.776330      42.619415      54.643699       9.644162
      66.794494      -1.117244     -13.807537      26.303094      63.777389       5.775441
      64.518195       8.895467     -11.806681       8.412289      67.748084       3.904601
      60.342297      17.103463     -10.591593      -9.835347      66.695806       2.858177
      55.071165      23.261539      -9.737226     -27.086589      60.762028       2.214981
      49.407693      27.406182      -9.061019     -42.040358      50.409248       1.792940
      43.949429      29.750931      -8.474817     -53.570678      36.431439       1.502488
      39.173869      30.641876      -7.932576     -60.814629      19.897762       1.295227
      35.418597      30.524449      -7.408955     -63.235409       2.071431       1.143023
      32.861392      29.907114      -6.889585     -60.660938     -15.685740       1.028508
      31.505741      29.317373      -6.366265     -53.294913     -32.015523       0.940391
      31.177466      29.250196      -5.834436     -41.699880     -45.662383       0.870998
      31.537616      30.112573      -5.291751     -26.758067     -55.561301       0.814873
      32.114693      32.170999      -4.737183      -9.618064     -60.913968       0.767898
      32.355510      35.510495      -4.170361       8.372367     -61.259511       0.726564
      31.689300      40.013120      -3.590887      25.758726     -56.539669       0.687165
      29.595888      45.360386      -2.997337      41.108096     -47.140900       0.644669
      25.667845      51.058493      -2.385399      53.164872     -33.885414       0.590747
      19.659488      56.480279      -1.743811      61.003005     -17.953699       0.509745
      11.521646      60.915794      -1.044452      64.137122      -0.745702       0.369023
       1.427714      63.626245      -0.214305      62.566731      16.291857       0.091497
     -10.197959      63.902288       0.965308      56.743054      31.840145      -0.544239
     -22.591095      61.125505       3.424754      47.406510      44.867838      -2.469061
     -29.941356      54.765501      19.276823      30.734608      54.828993     -17.793960
      21.768542      60.212362      11.217724     -45.043013      45.970334      -9.212329
       9.953163      63.097576       7.074714     -55.113082      33.054174      -4.549771
      -1.916527      62.732060       6.220608     -61.007914      17.850810      -3.180216
     -12.440705      59.799758       6.068202     -62.680941       1.289332      -2.520408
     -21.115724      54.982198       6.178598     -59.801609     -15.362137      -2.137151
     -27.716875      48.981954       6.409660     -52.424854     -30.725556      -1.894495
     -32.232139      42.481412       6.698488     -41.054471     -43.480226      -1.735345
     -34.834410      36.099875       7.011587     -26.608973     -52.525186      -1.631187
     -35.854773      30.349995       7.328921     -10.318428     -57.117628      -1.565989
     -35.745518      25.596846       7.637599       6.431522     -56.957174      -1.529884
     -35.029365      22.026838       7.929013      22.274737     -52.192279      -1.516414
     -34.237870      19.634358       8.197417      36.011997     -43.350037      -1.521359
     -33.847025      18.231173       8.439221      46.694103     -31.223677      -1.542388
     -34.220134      17.478522       8.652690      53.639568     -16.768074      -1.579105
     -35.566693      16.936603       8.837926      56.422250      -1.033990      -1.633192
     -37.921961      16.122879       8.997112      54.868212      14.868603      -1.708560
     -41.147123      14.570262       9.135098      49.071761      29.809713      -1.811641
     -44.946216      11.878373       9.260498      39.412144      42.700439      -1.952187
     -48.894289       7.754431       9.387731      26.549194      52.571283      -2.145073
     -52.471553       2.043560       9.540865      11.390037      58.651365      -2.413965
     -55.099900      -5.248972       9.761331      -4.968976      60.435253      -2.798834
     -56.180972     -13.938534      10.124714     -21.317881      57.730532      -3.372454
     -55.139697     -23.635281      10.781895     -36.420851      50.678714      -4.281161
     -51.489732     -33.684227      12.078625     -49.106124      39.720685      -5.864102
     -45.002558     -42.926887      15.002124     -58.286232      25.348607      -9.100032
     -36.909958     -47.751624      23.518082     -61.978065       6.077982     -17.945693
     -48.429387     -22.618972      37.222211     -38.997069     -41.221088     -31.990152
